"SYMBOL","FC","logFC","P.Value","adj.P.Val","AveExpr","Sex","DEG_method","Cell_Type","Metadata","Time_point","Tissue"
"VCPIP1",-1.233779833,-0.303084969,0.00169759,0.012214843,7.790885604,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AKAP11",-1.344530303,-0.427102271,0.001701783,0.012221602,8.856368158,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TRMT11",1.242868409,0.313673557,0.001714168,0.012287053,8.040462567,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AKT3",-1.285419699,-0.362239487,0.00173068,0.0123685,8.482562789,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MZT2B",-1.243213772,-0.31407439,0.001732117,0.0123685,8.054515014,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LIN7C",-1.240210779,-0.310585333,0.001755722,0.012513271,7.787767985,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZBTB18",-1.288328029,-0.365499973,0.001762574,0.012538309,8.480819345,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RAB6B",-1.292899242,-0.370609848,0.00180071,0.012785378,8.491512141,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"YEATS2",1.239874684,0.310194312,0.001804996,0.012791632,7.971803663,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM108",1.235262747,0.304817943,0.001810641,0.012807472,7.781161292,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FASTKD2",1.235323418,0.304888801,0.001821966,0.012843406,8.01129588,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFA3",-1.273305174,-0.348578232,0.00182256,0.012843406,8.324638067,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PAK5",1.236147799,0.305851248,0.00187574,0.01319341,7.9350363,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SORT1",-1.249587977,-0.321452478,0.001887362,0.013250339,8.21446326,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RAPGEFL1",-1.239383124,-0.309622229,0.001899655,0.01331176,7.850427999,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FAM155A",-1.234635202,-0.304084831,0.00190783,0.013344149,7.812610646,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ARHGAP20",1.238381613,0.308455956,0.001915708,0.013374346,7.935002808,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PFN2",-1.307221459,-0.386503572,0.001921004,0.01338644,8.618714661,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPS26",-1.311538149,-0.391259772,0.001932701,0.013443006,8.540799945,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DOK6",-1.243641062,-0.314570157,0.001949393,0.013515594,7.835472195,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPS12",-1.323872311,-0.404763979,0.001950333,0.013515594,8.494389319,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CAB39",-1.22660838,-0.294674712,0.00200461,0.01386614,7.820896578,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NCS1",-1.235118183,-0.304649094,0.002022372,0.013963288,7.768815569,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZEB1",1.248771101,0.320509056,0.002056982,0.014163944,7.854876463,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ANKRD12",-1.310057074,-0.389629666,0.002058976,0.014163944,8.62976223,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MPRIP",-1.245167334,-0.316339635,0.002071108,0.014221356,8.228310178,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SRCIN1",-1.244674257,-0.315768225,0.002093433,0.014348422,7.749421098,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RORB",-1.346330544,-0.429032656,0.002115552,0.014473614,8.057448816,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GABRG2",-1.361968279,-0.445693103,0.002119709,0.014475689,9.081235595,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MAGED1",-1.231344484,-0.30023443,0.002128996,0.01451272,7.763000881,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRKAR1A",-1.326225346,-0.407325932,0.002139894,0.014560586,8.801258372,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SUGT1",-1.261590512,-0.335243715,0.002148649,0.014593717,8.327878522,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MYO9A",-1.275471165,-0.351030284,0.002168505,0.014701997,8.46037052,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ACSL4",-1.233663839,-0.302949329,0.002184378,0.014782925,8.030943516,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FAIM2",-1.32643134,-0.407549999,0.002195877,0.014834015,8.733828683,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CNTNAP1",-1.231559171,-0.300485945,0.002208559,0.014892906,7.80075552,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WIPI2",-1.223795778,-0.291362827,0.002216828,0.014921875,7.730223365,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IFNAR1",-1.231865316,-0.300844529,0.002233551,0.015007542,7.943034385,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WDFY3",-1.238974199,-0.309146145,0.002253698,0.015115877,8.088310949,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AFTPH",-1.23199224,-0.300993169,0.002268098,0.015149992,7.91537978,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TCF25",-1.274744461,-0.350208069,0.00227024,0.015149992,8.514654315,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RNPS1",-1.233155116,-0.302354285,0.002270885,0.015149992,8.167769844,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ADGRL1",-1.234957972,-0.304461945,0.002281776,0.015186423,7.946748777,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"REPS2",-1.232129497,-0.301153892,0.002284433,0.015186423,7.983865345,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"YPEL5",-1.226853011,-0.29496241,0.002288713,0.015187995,7.944643407,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC016831.7",1.231544246,0.300468461,0.002320963,0.015374848,7.973049404,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PCGF5",-1.235428808,-0.305011877,0.002340535,0.015477197,7.847809208,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RTF1",-1.251988219,-0.324220987,0.002349998,0.015490873,8.294657227,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MAP9",-1.259680289,-0.333057619,0.002350851,0.015490873,8.315026172,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FOXP1",-1.245412487,-0.31662365,0.00236362,0.015547735,8.158837068,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SSR1",-1.238038978,-0.308056736,0.002376887,0.015607668,7.962937075,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SYNM",-1.227147612,-0.2953088,0.002421597,0.015873503,7.679157452,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MYSM1",1.263327435,0.337228612,0.00244788,0.01600915,8.541193606,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KCNA1",-1.242734854,-0.31351852,0.002450815,0.01600915,7.841816769,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC006058.1",1.238198109,0.308242161,0.002455437,0.016011493,7.810343826,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AP2S1",-1.225623774,-0.293516187,0.002469429,0.01607483,7.949972283,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IGSF21",-1.226428315,-0.29446291,0.002526422,0.016417373,7.731142134,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STXBP6",-1.252282385,-0.324559921,0.00259373,0.016819555,7.752081985,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CCDC47",-1.2245779,-0.292284552,0.002597269,0.016819555,7.968504328,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RAB10",-1.222526009,-0.289865158,0.002615318,0.016897087,7.894678373,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HMGCR",1.230032776,0.298696759,0.002618239,0.016897087,8.177182734,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MAPK6",-1.22824214,-0.296595006,0.002631436,0.016953125,8.054704837,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WNK1",-1.241007264,-0.31151156,0.002636477,0.016956517,8.173119924,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ABHD2",-1.22583773,-0.293768015,0.002656678,0.017057234,7.855090918,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TUBB2A",-1.28618101,-0.363093694,0.002667764,0.017099184,8.509343954,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NME7",1.223093762,0.290535005,0.002685742,0.017185091,7.95595609,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RBM6",1.234473297,0.30389563,0.002718946,0.017367962,8.112982859,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CSTF3",1.226444644,0.294482119,0.00274205,0.017485804,7.953615033,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FBXO11",-1.229027094,-0.297516721,0.002794309,0.017788854,8.053285848,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ISCU",-1.256411528,-0.329309086,0.002807269,0.017841124,8.390038064,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SARS",-1.227789717,-0.296063492,0.002818212,0.017857226,8.09632687,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UNC13A",-1.225899675,-0.293840917,0.002819312,0.017857226,8.142177691,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"OLFM1",-1.384711236,-0.469585151,0.002844776,0.017988179,9.621084704,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MYCBP2",-1.352613386,-0.435749536,0.002867097,0.018098852,9.415719429,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HYOU1",-1.219474409,-0.286259484,0.002934807,0.018495193,7.701966028,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM65",-1.227479535,-0.295698971,0.002952904,0.018578072,7.724610671,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TIAM2",1.224362485,0.292030745,0.003000595,0.018846546,8.000304473,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IREB2",-1.223553823,-0.291077566,0.00301394,0.018898765,7.937533518,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FEZ2",-1.226658602,-0.29473378,0.003045983,0.019067851,8.247175535,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLIT2",-1.23004627,-0.298712586,0.003111573,0.019446038,7.74104061,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM67",1.22274067,0.290118457,0.003124067,0.019491687,7.852840098,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VPS45",1.223273531,0.290747035,0.003141458,0.01956769,8.035654782,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BNIP3L",-1.226595128,-0.294659126,0.003153727,0.01961159,8.135995056,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CPLX1",-1.231569144,-0.300497627,0.003172075,0.019693082,7.824672124,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZNF365",-1.228886804,-0.297352031,0.003195424,0.0198053,8.217853487,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STK25",-1.221616245,-0.288791152,0.003204963,0.0198317,7.770733134,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"XPR1",-1.223352112,-0.290839708,0.003212709,0.019846935,7.777132673,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WSB2",-1.216543256,-0.282787618,0.00322842,0.019886867,7.803375439,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP6V1D",-1.217295016,-0.283678853,0.003229763,0.019886867,7.965799542,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRDX2",-1.231925329,-0.300914812,0.003240533,0.019914051,8.081048408,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MTMR6",-1.221812662,-0.289023097,0.003244781,0.019914051,7.842610697,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TPD52",-1.224528789,-0.292226693,0.003250305,0.019915409,8.100086267,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MED13",-1.225785396,-0.293706422,0.003260454,0.019945055,7.9795761,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SPOCK1",-1.255513128,-0.328277114,0.003272559,0.019986555,7.987186888,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GPR162",-1.219705989,-0.286533426,0.003290188,0.020061603,7.906590598,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PCNX1",-1.230060153,-0.298728869,0.003326224,0.020248457,8.082214299,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATPAF1",-1.223112118,-0.290556656,0.003352855,0.020377546,7.731328731,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AP2A2",-1.222176628,-0.289452798,0.003359673,0.020385994,8.051184202,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CLK4",1.25606422,0.328910228,0.003380856,0.020466117,8.591519825,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GRIK2",1.244907738,0.316038825,0.003385389,0.020466117,8.22022124,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPL23A",-1.244603881,-0.31568665,0.003389224,0.020466117,8.081990492,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STRBP",-1.226623024,-0.294691936,0.003395842,0.020473165,8.144991682,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRKAR1B",-1.27190987,-0.346996442,0.003408769,0.020518169,8.525329546,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TBL1XR1",-1.261603079,-0.335258086,0.003425603,0.020586506,8.466688756,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KCNB1",-1.265626421,-0.339851622,0.003453472,0.020720831,8.471377396,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FDFT1",1.213560095,0.279245552,0.003488741,0.020899061,7.677874452,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NAP1L4",-1.219857557,-0.286712694,0.003504099,0.020957635,7.922705401,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BIN1",-1.225977833,-0.293932894,0.003530544,0.021082231,8.012403109,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UQCRC1",-1.216979266,-0.283304589,0.003556079,0.021201006,7.925869009,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GGT7",1.22145975,0.288606325,0.003607278,0.021430294,7.933599076,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHN1",-1.460729729,-0.546689269,0.003611591,0.021430294,10.71493258,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SPIRE1",-1.217704056,-0.284163551,0.003611655,0.021430294,7.79154001,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSPA5",-1.225972959,-0.293927158,0.003624021,0.02143881,8.00317319,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC35A1",1.21883479,0.285502586,0.003624506,0.02143881,8.009111155,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND2",-1.266396619,-0.340729309,0.003646339,0.021534043,8.665537979,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPP2R5C",-1.221964999,-0.289202962,0.003673539,0.021660616,7.945824562,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DPP10",1.260778096,0.334314375,0.003683639,0.021686125,8.464794026,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PIP5K1C",-1.218253336,-0.284814173,0.003732026,0.021936604,7.780662058,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PSMD12",-1.21897746,-0.285671449,0.003747129,0.021978368,8.004848001,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BRD4",-1.218567643,-0.285186337,0.003750834,0.021978368,7.770303112,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PNMA1",-1.212370574,-0.277830741,0.003894437,0.022784278,8.028459445,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ECHDC1",1.214413977,0.280260301,0.003929169,0.022925225,7.744704553,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZFAND5",-1.289759943,-0.367102569,0.0039321,0.022925225,8.651044422,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SNAP25",-1.41759996,-0.503450468,0.00393684,0.022925225,10.84356535,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GABARAPL1",-1.255758891,-0.32855949,0.003952899,0.022951934,8.442566935,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"OTUB1",-1.216026513,-0.282174684,0.003953648,0.022951934,8.04223812,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GABBR1",-1.241063383,-0.311576798,0.003998873,0.023085827,8.336359937,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PLD3",-1.295957321,-0.374018208,0.00400038,0.023085827,8.73528181,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NBEA",-1.301378411,-0.380040526,0.00400339,0.023085827,8.857860256,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SYNJ1",-1.250485247,-0.322488037,0.00400464,0.023085827,8.472643628,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MEF2D",-1.213726743,-0.279443652,0.004007444,0.023085827,7.797176789,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRUNE2",-1.229487395,-0.298056944,0.004029557,0.023177667,7.89693404,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WDR7",-1.217752758,-0.284221251,0.004037995,0.023183651,8.028239521,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRPF39",1.219203889,0.28593941,0.004042942,0.023183651,7.809410756,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SNN",-1.208406716,-0.273106108,0.004051411,0.023196796,7.853149187,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DDRGK1",1.236468563,0.30622556,0.004089648,0.023375814,8.324746753,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5F1B",-1.266748432,-0.341130044,0.004095124,0.023375814,8.475822575,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FBXL3",-1.21177069,-0.277116715,0.004115138,0.023454411,7.743005637,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATRNL1",-1.305442364,-0.384538763,0.004127883,0.023491408,8.872766812,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LUC7L2",1.240059029,0.310408797,0.004137735,0.023511849,8.475413031,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GOLGA8A",1.256197312,0.329063087,0.004217468,0.023928714,8.706288134,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP1A1",-1.334331627,-0.41611727,0.004324726,0.024500257,8.934955449,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CDH9",1.291352823,0.368883228,0.004395334,0.024862761,8.641572324,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VAMP2",-1.323636823,-0.404507333,0.00443967,0.025075788,9.027807709,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LAGE3",-1.208878905,-0.273669735,0.004470705,0.025182795,7.839172738,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PI4KA",-1.24879283,-0.320534159,0.004472025,0.025182795,8.49038009,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MAP7D2",-1.211864717,-0.277228656,0.004484363,0.02521447,7.817379979,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPL36",-1.292143547,-0.369766351,0.004504896,0.025292064,8.61964149,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ADD2",-1.214189675,-0.279993811,0.004513297,0.02530141,8.041223381,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SNCB",-1.341487794,-0.423833928,0.004524127,0.025324325,9.191119205,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ICA1L",1.221787515,0.288993403,0.004543415,0.025394443,8.231691288,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SFXN1",1.224533006,0.292231661,0.004551637,0.025402599,8.1841592,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BRSK2",-1.216490878,-0.282725502,0.004578249,0.025470301,7.880129479,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
