"SYMBOL","FC","logFC","P.Value","adj.P.Val","AveExpr","Sex","DEG_method","Cell_Type","Metadata","Time_point","Tissue"
"RNF150",1.179308123,0.237940707,0.001411685,0.021895238,7.08013739,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFA3",-1.257982245,-0.33111156,0.001437918,0.022224296,8.221518622,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPL17",-1.245962803,-0.317260999,0.001442454,0.022224296,7.965326697,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC00882",-1.203055145,-0.266702773,0.001498346,0.023009253,7.478118161,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CNTNAP2",-1.255410304,-0.328158956,0.001513225,0.023161299,9.481284995,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHCHD10",-1.26053807,-0.33403969,0.001548065,0.023616879,8.48583881,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATAD1",-1.245889079,-0.317175632,0.001578917,0.024008828,8.041922104,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NEIL1",-1.20939657,-0.274287392,0.001587086,0.024054439,7.474858829,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CNTNAP5",-1.223784523,-0.291349559,0.001623768,0.024530501,7.592233668,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SELENOH",-1.236778809,-0.306587506,0.001638855,0.024678291,7.967172569,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SIPA1L1",-1.252324042,-0.324607912,0.001677482,0.025178464,8.36661227,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SKP1",-1.270656415,-0.345573979,0.001714983,0.025658574,9.123046406,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GABARAP",-1.222860404,-0.290259722,0.001796946,0.026798681,7.713451961,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SMDT1",-1.190277127,-0.251297509,0.001817073,0.027012271,7.285150416,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LRRC8B",-1.253813556,-0.326322833,0.001828382,0.027093825,8.330843473,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CNKSR2",1.23236142,0.301425424,0.001840569,0.027118359,7.497988643,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFS7",-1.2108109,-0.275973568,0.001841694,0.027118359,7.607434554,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC25A39",-1.184238555,-0.24395973,0.001887274,0.027701853,7.237246343,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX8A",-1.235407306,-0.304986767,0.00192268,0.028132799,7.964236342,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DGKD",-1.228959105,-0.297436909,0.002028723,0.029591367,7.747886521,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SUSD4",1.195481542,0.257591856,0.002036432,0.029610995,7.188519996,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LPCAT4",-1.237313458,-0.307211035,0.002064689,0.029920128,8.014954673,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC092376.2",1.175307963,0.233038832,0.002070553,0.029920128,7.105886354,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RHBDL1",-1.19645627,-0.258767668,0.002161934,0.031102406,7.420002898,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHRD",-1.201365873,-0.264675587,0.002165738,0.031102406,7.400416787,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WDR59",1.172013011,0.228988586,0.00222293,0.031825517,7.077126259,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RBMS3",1.216224826,0.282409944,0.002236565,0.03192251,7.507546655,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MAP3K2",1.218417041,0.285008025,0.00239613,0.034095395,7.524724322,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPS14",-1.233092384,-0.302280892,0.002426717,0.034425343,7.831702902,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SSBP1",-1.201704622,-0.265082327,0.002435585,0.034446137,7.4956549,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CNOT6L",1.189181138,0.249968486,0.002498654,0.035231018,7.260201874,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KIFC2",1.180162117,0.238985053,0.002537106,0.035665113,7.151243613,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SGIP1",-1.239914297,-0.310240405,0.002561658,0.035901785,8.558309244,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC00461",-1.211468822,-0.276757276,0.002571388,0.035929936,7.603644928,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ALDOC",-1.235924088,-0.305590134,0.002588825,0.036065281,8.081794572,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"H2AFZ",-1.213439861,-0.279102609,0.002612999,0.036293379,7.705725725,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VDAC1",-1.239606661,-0.309882412,0.002690781,0.037262509,8.171455008,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP1A3",1.238843003,0.308993369,0.002721825,0.037580568,8.146240047,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NR2F1-AS1",-1.197214567,-0.259681737,0.002744728,0.03778467,7.411962698,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COPS8",-1.181495675,-0.240614348,0.002758869,0.037867313,7.34095768,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"APOO",-1.174638954,-0.232217387,0.002800653,0.038327764,7.237962444,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RTN1",-1.246584013,-0.317980115,0.002866001,0.039107049,9.392866555,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ANKRD10",-1.213196432,-0.27881316,0.002880069,0.039184097,7.702231278,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"INO80D",1.207345144,0.271838159,0.002904145,0.039396469,7.409117818,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PUM2",1.222194351,0.289473718,0.002927302,0.039595163,7.745271068,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CUTA",-1.189745964,-0.25065356,0.002969019,0.040043029,7.464604799,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FTL",-1.255037016,-0.327729915,0.002982056,0.040102624,8.886578494,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WASF3",-1.231295686,-0.300177256,0.00299108,0.040108059,8.164919847,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CLTA",-1.212249244,-0.277686354,0.003014222,0.040302224,7.823762986,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IGF1",-1.237143233,-0.307012541,0.003048746,0.040349986,7.794571646,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPM1L",1.196432094,0.258738516,0.003049667,0.040349986,7.414620338,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AFF2",1.173863541,0.231264708,0.003060658,0.040349986,7.186631668,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZNF638",1.236513459,0.306277943,0.003065097,0.040349986,8.50540933,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"OTUB1",-1.19883737,-0.261635961,0.003069492,0.040349986,7.611598561,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PEBP1",-1.259439291,-0.332781581,0.003069825,0.040349986,9.239247393,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RAP1GDS1",-1.217792172,-0.284267944,0.003107543,0.040638476,7.865811618,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"EIF4A2",-1.232821684,-0.301964142,0.003109241,0.040638476,9.304365002,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PLEKHA1",1.240854549,0.311334015,0.003240524,0.042160898,7.946776412,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NECAB3",-1.178343814,-0.236760546,0.003243843,0.042160898,7.30444643,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSP90AB1",-1.248792242,-0.32053348,0.003495235,0.045301756,10.43225257,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RIMS2",1.217419895,0.283826848,0.003508127,0.045342545,7.640016008,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CREBRF",1.205058321,0.269102971,0.0035745,0.045996932,7.510154266,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SERGEF",-1.161470019,-0.215951915,0.003578528,0.045996932,7.084570397,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PGP",-1.210585513,-0.275704992,0.003597967,0.046119399,7.729038191,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM161B-AS1",-1.220059744,-0.286951796,0.003643089,0.046569488,8.005399148,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TAC1",-1.336148247,-0.418080085,0.003710147,0.047296752,8.953520222,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM223",-1.163936103,-0.21901186,0.003794475,0.048039021,7.13552001,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DNAJB2",1.197286984,0.259769001,0.003798631,0.048039021,7.491326895,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FGF13",1.163296902,0.218219355,0.003799347,0.048039021,7.086097602,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CDH13",1.19266757,0.254191979,0.003812148,0.048070254,7.21163257,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VSTM2A",-1.251390716,-0.323532306,0.00383262,0.048112815,8.482966534,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COPE",-1.173452944,-0.23075999,0.003836203,0.048112815,7.336427946,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LAMTOR5",-1.173891448,-0.231299006,0.003858762,0.048245039,7.303866285,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HIBCH",1.177972614,0.236305999,0.003867483,0.048245039,7.228488094,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BOLA3",-1.180359814,-0.23922671,0.00391759,0.04873943,7.373286522,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ENOX1",-1.180814745,-0.239782642,0.003941178,0.048902133,7.377036813,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NRIP1",1.179304509,0.237936286,0.003988935,0.049363068,7.266646854,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HLTF",-1.20903112,-0.27385138,0.004004309,0.049421879,7.882145924,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CXCL14",-1.875005407,-0.906894756,2.21929e-09,7.88291e-06,12.39189561,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC00632",-1.664921596,-0.73545424,2.20709e-08,3.91979e-05,9.359221518,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GPHN",-1.502614681,-0.587475103,8.22393e-07,0.000973713,8.35917533,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SAT2",-1.429336131,-0.515345229,5.0051e-06,0.003890087,8.220292818,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STMN1",-1.584215591,-0.663768681,5.68281e-06,0.003890087,9.878205275,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STMN2",-1.535711346,-0.618907071,6.57109e-06,0.003890087,8.721834969,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SELENOW",-1.493770436,-0.57895845,9.61423e-06,0.004878537,8.906198612,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ADARB2",-1.512875793,-0.597293548,1.31898e-05,0.005856253,9.495693959,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COL12A1",-1.380423411,-0.465110846,2.38372e-05,0.00863601,7.788235269,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CLCN3",-1.463231334,-0.549157875,2.43131e-05,0.00863601,8.87487386,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WSB1",-1.452144203,-0.538184725,2.90639e-05,0.008904036,9.522919412,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NTM",-1.436900134,-0.522959797,3.02725e-05,0.008904036,8.465366224,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC00473",-1.316035203,-0.396198081,3.2588e-05,0.008904036,7.577773901,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GABRG1",-1.406951564,-0.492572663,4.36781e-05,0.011081769,7.976838271,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPP2R2B",-1.40536293,-0.49094275,5.01491e-05,0.011875308,8.425776538,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DLG2",-1.405415444,-0.490996658,6.79617e-05,0.014949844,8.704793336,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ANK3",-1.427998927,-0.513994896,7.22113e-05,0.014949844,9.505520906,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC4A8",-1.335258595,-0.417119171,7.57593e-05,0.014949844,7.900807947,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SRSF11",-1.415498506,-0.501310226,9.68797e-05,0.018111399,9.407771552,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM161B-AS1",-1.355366228,-0.438682729,0.00010347,0.018376223,8.174064288,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RSRP1",-1.400237692,-0.485671747,0.000126281,0.020442359,8.592379314,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC008780.1",-1.299345957,-0.377785606,0.000126614,0.020442359,7.665060796,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMSB4X",-1.44011831,-0.526187338,0.000137738,0.021271572,9.10469064,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP8A1",-1.394409414,-0.479654214,0.000149114,0.022068842,8.623384983,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5MD",-1.369373668,-0.453516176,0.000187509,0.026255835,8.394800336,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MGLL",-1.302848769,-0.38166963,0.000197824,0.026255835,7.836271593,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ARMCX5",-1.29582252,-0.373868136,0.000202003,0.026255835,7.784483407,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FXYD7",-1.348062532,-0.43088742,0.000212612,0.026255835,8.127919931,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ANK2",-1.404646323,-0.490206919,0.000214364,0.026255835,9.444173061,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP2B2",-1.343563266,-0.426064257,0.000232316,0.027256339,8.178743556,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM59L",-1.381887807,-0.46664049,0.000237879,0.027256339,8.790492113,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UBE2G2",-1.319100304,-0.399554271,0.000256542,0.028476158,7.974120439,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PDCD5",-1.326799291,-0.407950146,0.000315374,0.033314611,8.003023437,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5MC3",-1.311268933,-0.390963603,0.00031889,0.033314611,8.011897406,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PNOC",-1.325774301,-0.406835193,0.000340475,0.033483995,7.946056501,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC027031.2",-1.363281331,-0.447083312,0.000342182,0.033483995,8.374484374,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND4",1.340187471,0.422434824,0.000372067,0.033483995,8.556530475,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HINT1",-1.347759815,-0.430563416,0.000373796,0.033483995,8.432065852,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CRH",-1.393660362,-0.478879017,0.00038179,0.033483995,7.980856162,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ARGLU1",-1.371442729,-0.455694377,0.000382433,0.033483995,9.16819592,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5MPL",-1.345159446,-0.42777719,0.000386499,0.033483995,8.322570402,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CO3",1.366610081,0.450601674,0.000401416,0.033626143,8.962848343,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AIG1",-1.290689817,-0.368142329,0.000407073,0.033626143,7.816809789,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VDAC3",-1.300691876,-0.379279239,0.000429912,0.034705635,7.972241891,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CNR1",-1.539811268,-0.622753533,0.000469733,0.036753963,10.85318095,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UPF3A",-1.339132584,-0.421298805,0.00047598,0.036753963,8.382496725,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ADAM22",-1.355290366,-0.438601976,0.00048645,0.036763165,8.863987206,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CPE",-1.375766824,-0.460235971,0.000502153,0.037119313,8.520710612,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MEG3",-1.397190844,-0.482529094,0.000519178,0.037119313,11.62589871,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPIA",-1.371102374,-0.455336295,0.000528948,0.037119313,8.881327277,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GRIK2",-1.354588934,-0.437855115,0.000541573,0.037119313,10.05025295,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LRRC4C",-1.335083853,-0.416930357,0.000546665,0.037119313,8.275689936,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFA1",-1.289549163,-0.366866775,0.000553864,0.037119313,7.964001169,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"B3GAT3",-1.239214775,-0.30942625,0.000652525,0.041514078,7.677836253,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SCN1A",-1.354945256,-0.438234564,0.000652688,0.041514078,9.023347137,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZNF540",-1.278002122,-0.353890232,0.000654501,0.041514078,7.899904071,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MLLT11",-1.297177077,-0.375375434,0.000667625,0.041603567,7.957776396,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PCP4L1",-1.350705843,-0.433713518,0.000698808,0.042795995,8.365383792,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND4",1.786271232,0.83695116,1.6108e-13,5.0708e-10,8.692512829,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GRIK1",-1.684386256,-0.752223009,5.90619e-10,9.29635e-07,10.17385701,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WSB1",-1.643109785,-0.716428878,9.37742e-10,9.84004e-07,9.663135015,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CO3",1.589653723,0.668712535,1.81154e-08,1.42568e-05,9.132288252,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND2",1.488192073,0.573560739,1.03109e-07,6.49177e-05,8.45708651,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND4L",1.542543903,0.625311551,2.51548e-07,0.000131979,9.083119967,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CORT",-1.587911067,-0.667130114,3.33999e-07,0.00013618,8.520245635,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHORDC1",1.459049183,0.545028516,3.46075e-07,0.00013618,8.25058298,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CO2",1.540178972,0.623098005,1.19737e-06,0.000418812,9.704637045,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MIR181A1HG",-1.415713943,-0.501529786,2.24048e-06,0.000705304,8.35217069,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RSRP1",-1.408474994,-0.494133951,3.02188e-06,0.000864808,8.512312994,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CREG2",1.404039438,0.48958346,5.05787e-06,0.001326847,8.04568272,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZBTB20",-1.53160909,-0.615048128,5.64274e-06,0.00136641,8.488943519,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSP90AA1",1.49599066,0.581101168,1.00321e-05,0.002121323,10.37043106,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LSAMP",1.477686643,0.563340365,1.07165e-05,0.002121323,8.971430186,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NEGR1",1.477635146,0.563290087,1.07818e-05,0.002121323,8.635907193,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CADM1",1.365677684,0.449617031,1.27746e-05,0.002365561,8.012768576,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SST",-1.583070688,-0.662725677,2.05092e-05,0.003586839,11.72974035,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CALB1",-1.506608551,-0.591304623,2.77756e-05,0.004225247,8.580829131,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GUCY1A2",1.316809249,0.397046374,2.86438e-05,0.004225247,7.801707189,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SUGP2",-1.361144384,-0.444820109,3.1233e-05,0.004225247,8.771619128,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
